,cat_num,cat_name,Question,optA,optB,optC,optD,correct,Direction
357,2.14,Common Errors,Good heavens ! ,How has she,grown.,No error,,B,Find the common error.
358,2.14,Common Errors,"The doctor advised Mr. Murugan that,","because of his severe cramps,",he should lay in the bed for a few days.,No error,,C,Find the common error.
359,2.14,Common Errors,A variety of pleasant items in the shop,attract,everybody.,No error,,B,Find the common error.
360,2.14,Common Errors,The table’s legs,have been,elaborately carved.,No error,,A,Find the common error.
361,2.14,Common Errors,The sceneries,of Kashmir,is very charming.,No error,,A,Find the common error.
362,2.14,Common Errors,I would appreciate if readers,would write to me,about how they mediate.,No error,,A,Find the common error.
363,2.14,Common Errors,Neither of the two children,said their prayer,before going to bed.,No error,,B,Find the common error.
364,2.14,Common Errors,I sat down opposite him,and produced,the packet of cigarettes.,No error,,C,Find the common error.
365,2.14,Common Errors,The whole country,was suffering by,a financial crisis.,No error,,B,Find the common error.
366,2.14,Common Errors,I do not know where could he have gone,so early,in the morning.,No error,,A,Find the common error.
367,2.14,Common Errors,I suggest that,he goes,to the doctor as soon as he returns from taking the examination.,No error,,B,Find the common error.
368,2.14,Common Errors,The introduction of tea and coffee,and such other beverages,have not been without some effect.,No error,,C,Find the common error.
369,2.14,Common Errors,In spite of the roadblock,the guards allowed us,enter the restricted area to search for our friends.,No error,,C,Find the common error.
370,2.14,Common Errors,The newer type of automatic machines,washes,the clothes faster.,No error,,C,Find the common error.
371,2.14,Common Errors,By the time,we got our tickets and entered the cinema theatre,the show was already begun.,No error,,B,Find the common error.
372,2.14,Common Errors,Each of the students in the computer class,has to type,their own research paper this semester.,No error,,C,Find the common error.
373,2.14,Common Errors,The fact of me,being a stranger,does not excuse his conduct.,No error,,A,Find the common error.
374,2.14,Common Errors,The sea looks,as if it has been,agitated by a storm.,No error,,B,Find the common error.
375,2.14,Common Errors,A moment delay,would have proved costly,in the situation.,No error,,A,Find the common error.
376,2.14,Common Errors,Ram disappointed his mother,as he did not,write to her very often.,No error,,D,Find the common error.
377,2.14,Common Errors,After you will return,from Chennai,I will come and see you.,No error,,A,Find the common error.
378,2.14,Common Errors,Scenes from the film,had to be censured,before it was released.,No error,,D,Find the common error.
379,2.14,Common Errors,When my sister was ill,I went to the hospital,on alternative days.,No error,,C,Find the common error.
380,2.14,Common Errors,The beautiful,surrounding of the place,enchanted me.,No error,,B,Find the common error.
381,2.14,Common Errors,No Porter being available,he carried,all his luggages himself.,No error,,C,Find the common error.
382,2.14,Common Errors,He will not be able,to cope up with,the pressure of work. ,No error,,B,Find the common error.
383,2.14,Common Errors,Lasers are,indispensable tools,for the delicate eyes surgery.,No error,,C,Find the common error.
384,2.14,Common Errors,I feel great pleasure,to welcome you,to this institution.,No error,,B,Find the common error.
385,2.14,Common Errors,I found,the two first chapters of the book,particularly interesting.,No error,,B,Find the common error.
386,2.14,Common Errors,"Bacon, the father of the English essay",had a thirst,of knowledge.,No error,,C,Find the common error.
387,2.14,Common Errors,The train had left,when he had reached,the station.,No error,,B,Find the common error.
388,2.14,Common Errors,He said,that he will never,repeat the mistake.,No error,,B,Find the common error.
389,2.14,Common Errors,I am able,to cope up with,all these difficulties.,No error,,B,Find the common error.
390,2.14,Common Errors,I wish I am,the richest person,in the whole wide world.,No error,,A,Find the common error.
391,2.14,Common Errors,She is confident,to win gold medal,this time.,No error,,B,Find the common error.
392,2.14,Common Errors,The boy laid in the shelter,for a long time before,somebody came to rescue him.,No error,,A,Find the common error.
393,2.14,Common Errors,Standing at,the top of the hill,the houses below were hardly visible.,No error,,A,Find the common error.
394,2.14,Common Errors,Kambli is one of the players,who has been selected,for the test match.,No error,,B,Find the common error.
395,2.14,Common Errors,Being,a rainy day,I could not go out.,No error,,A,Find the common error.
396,2.14,Common Errors,He is,capable to do his work,within the stipulated period.,No error,,B,Find the common error.
397,2.14,Common Errors,I’ll send my servant,but I can’t insure,that he’ll reach there in time.,No error,,B,Find the common error.
398,2.14,Common Errors,The lawyer asked the complainer,to put his sign,on the paper.,No error,,B,Find the common error.
399,2.14,Common Errors,"When you have gone through the papers,",kindly return them,to us.,No error,,A,Find the common error.
400,2.14,Common Errors,You could be better off these days,and this enables you,to have little more fun.,No error,,C,Find the common error.
401,2.14,Common Errors,"In that wholesale shop,",they do not sell,fewer than bags of rice.,No error,,C,Find the common error.
402,2.14,Common Errors,The period,between 1990 to 1999,was very significant in my life.,No error,,B,Find the common error.
403,2.14,Common Errors,He isn’t the fastest bowler,in the Indian team,isn’t he ?,No error,,C,Find the common error.
404,2.14,Common Errors,I went into,the bank and,withdrew some money.,No error,,A,Find the common error.
405,2.14,Common Errors,The strain of all,the difficulties and vexations and anxieties,are more than he could beat.,No error,,C,Find the common error.
406,2.14,Common Errors,In the background they could hear John laughing and joking study loudly,John was the life and soul of any party,and he was cracking a joke every few minutes.,No error,,C,Find the common error.
407,2.14,Common Errors,I was thinking,if I could do,anything to help.,No error,,A,Find the common error.
408,2.14,Common Errors,I meant nothing,less than,to compel you to come.,No error,,B,Find the common error.
409,2.14,Common Errors,Females,are not appointed,in our college.,No error,,C,Find the common error.
410,2.14,Common Errors,He has read four plays,written by Shakespeare,by the end of his vacation.,No error,,A,Find the common error.
411,2.14,Common Errors,The officer,is angry on the clerk,for not attending to the work.,No error,,B,Find the common error.
412,2.14,Common Errors,Banks were developed to keep people’s money safe,and to make it available,when they need it.,No error,,C,Find the common error.
413,2.14,Common Errors,Based on the newspaper reports,we can conclude that,many accidents caused by reckless driving.,No error,,C,Find the common error.
414,2.14,Common Errors,He walked,till the,end of the street.,No error,,B,Find the common error.
415,2.14,Common Errors,"If there are stars in the galaxy,",how much are,suitable for life.,No error,,B,Find the common error.
416,2.14,Common Errors,The value of the dollar,declines as the rate,of inflation raises.,No error,,C,Find the common error.
417,2.14,Common Errors,One of my desires,are to become,a doctor.,No error,,B,Find the common error.
418,2.14,Common Errors,A hot and,a cold spring,was found near each other.,No error,,C,Find the common error.
419,2.14,Common Errors,All doubts are cleared,between,you and I.,No error,,C,Find the common error.
420,2.14,Common Errors,Either of the roads,lead,to the park.,No error,,B,Find the common error.
421,2.14,Common Errors,I went to the temple,"with my parents, my aunts",and my cousin sisters.,No error,,C,Find the common error.
422,2.14,Common Errors,I have passed,the examination,two years ago.,No error,,A,Find the common error.
423,2.14,Common Errors,The earth moves,"round the Sun,",isn’t it.,No error,,C,Find the common error.
424,2.14,Common Errors,Unless you do not give,you will be shot.,you will be shot.,No error,,A,Find the common error.
425,2.14,Common Errors,A milk,can provide protein,for a nutritionally balanced diet.,No error,,A,Find the common error.
426,2.14,Common Errors,When the football team walked onto the field,"the crowd burst into applause,",but some cheers were heard too.,No error,,C,Find the common error.
427,2.14,Common Errors,"A lot of form-filling is just red tape,",and sometimes the forms are so complicated,that people can’t make head or tail from them.,No error,,C,Find the common error.
428,2.14,Common Errors,You are required to explain,your conduct within two days,of the receipt of this letter.,No error,,D,Find the common error.
429,2.14,Common Errors,I now,am knowing,all the facts about him.,No error,,B,Find the common error.
430,2.14,Common Errors,No sooner had the hockey match started,when it began,to rain.,No error,,B,Find the common error.
